,ChannelBandwidth,Freq,RSSI,channel_utilisation,count,distance,rxbytes,rxpackets,txbytes,txpackets,Score
3013,0,2412,-60,6.944444444444445,0,9.88832419347058,1682249843,1732773,225598247,904704,41.64
3015,0,2437,-64,6.944444444444445,0,15.511166897899503,1682249843,1732773,225598247,904704,38.74
3016,2,5745,-59,69.44444444444444,0,3.700070226661629,1682249843,1732773,225598247,904704,7.03
3020,0,2412,-60,6.944444444444445,0,9.88832419347058,1682263466,1732804,225606379,904724,41.64
3021,2,5745,-58,83.33333333333334,0,3.297691060672918,1682263466,1732804,225606966,904724,-1.17
3027,0,2412,-60,6.944444444444445,0,9.88832419347058,1682276867,1732832,225615529,904741,41.64
3036,2,5745,-55,83.33333333333334,0,2.3345864846046487,1682290411,1732862,225624289,904761,1.42
3039,2,5220,-95,0.0,0,256.938684943558,1682290515,1732864,225624289,904761,40.15
3040,2,5745,-54,83.33333333333334,0,2.080702394558256,1682290515,1732864,225624289,904761,2.32
3041,0,2412,-57,8.333333333333332,0,7.000397427391177,1682290515,1732864,225624289,904761,43.17
3045,2,5180,-88,13.88888888888889,0,115.65655185547364,1682311474,1732906,225637091,904787,29.45
3046,0,2412,-56,8.333333333333332,0,6.2391107744714445,1682311474,1732906,225637676,904787,44.02
3050,2,5220,-95,0.0,0,256.938684943558,1682311578,1732908,225637676,904787,40.15
3057,0,2437,-53,8.333333333333332,0,4.371640802903417,1682332537,1732950,225651101,904813,46.74
3058,2,5220,-89,13.88888888888889,0,128.774388718691,1682332537,1732950,225651101,904813,29.52
3059,2,5745,-52,83.33333333333334,0,1.652760660056045,1682332537,1732950,225651101,904813,4.2
3060,0,2412,-53,8.333333333333332,0,4.416952171092713,1682332537,1732950,225651101,904813,46.72
3063,0,2437,-53,8.333333333333332,0,4.371640802903417,1682345174,1732984,225660092,904842,46.74
3066,0,2412,-53,8.333333333333332,0,4.416952171092713,1682345278,1732986,225660092,904842,46.72
3069,0,2437,-53,8.333333333333332,0,4.371640802903417,1682356658,1733008,225667478,904857,46.74
3070,2,5220,-89,13.88888888888889,0,128.774388718691,1682356658,1733008,225667478,904857,29.52
3071,2,5745,-52,83.33333333333334,0,1.652760660056045,1682356658,1733008,225667478,904857,4.2
3080,2,5745,-53,83.33333333333334,0,1.8544279611271763,1682382780,1733076,225686481,904909,3.25
3086,2,5745,-53,83.33333333333334,0,1.8544279611271763,1682394445,1733102,225694005,904927,3.25
3087,0,2437,-60,6.944444444444445,0,9.78688467568775,1682394445,1733102,225694005,904927,41.66
3088,1,2422,-89,1.3888888888888888,0,277.54017717240544,1682394445,1733102,225694005,904927,36.82
3089,2,5745,-53,83.33333333333334,0,1.8544279611271763,1682394445,1733102,225694005,904927,3.25
3095,2,5745,-53,83.33333333333334,0,1.8544279611271763,1682419131,1733152,225705033,904968,3.25
3096,0,2412,-57,8.333333333333332,0,7.000397427391177,1682419235,1733154,225705033,904968,43.17
3097,0,2412,-54,8.333333333333332,0,4.955901847735148,1682443355,1733209,225717228,905021,45.8
3100,2,5220,-93,0.0,0,204.09365204359463,1682443355,1733209,225718439,905023,39.34
3104,2,5745,-60,69.44444444444444,0,4.1515470765275975,1682460248,1733264,225729739,905069,6.23
3107,2,5745,-60,69.44444444444444,0,4.1515470765275975,1682460248,1733264,225729739,905069,6.23
3109,0,2412,-54,8.333333333333332,0,4.955901847735148,1682472173,1733295,225736450,905093,45.8
3114,0,2412,-54,8.333333333333332,0,4.955901847735148,1682472173,1733295,225737661,905095,45.8
3116,0,2412,-60,6.944444444444445,0,9.88832419347058,1682485203,1733331,225745439,905123,41.64
3117,2,5745,-61,69.44444444444444,0,4.658112433767329,1682485203,1733331,225746026,905123,5.45
3125,0,2412,-60,6.944444444444445,0,9.88832419347058,1682503700,1733375,225758410,905155,41.64
3135,0,2437,-67,5.555555555555555,0,21.910105604192708,1682521224,1733414,225769683,905180,37.7
3137,2,5745,-62,69.44444444444444,0,5.226488112900376,1682521224,1733416,225769683,905180,4.7
3139,1,2422,-90,1.3888888888888888,0,311.4052005976753,1682521328,1733416,225769683,905180,37.29
3142,2,5745,-61,69.44444444444444,0,4.658112433767329,1682536751,1733449,225779091,905202,5.45
3145,2,5745,-62,69.44444444444444,0,5.226488112900376,1682536751,1733449,225779694,905203,4.7
3146,0,2412,-61,6.944444444444445,0,11.09488222719457,1682536803,1733450,225779694,905203,40.87
3147,1,2422,-90,1.3888888888888888,0,311.4052005976753,1682536855,1733451,225779694,905203,37.29
3148,2,5260,-94,0.0,0,227.25542313188535,1682536855,1733451,225779694,905203,39.71
3149,0,2412,-60,6.944444444444445,0,9.88832419347058,1682552061,1733481,225788301,905221,41.64
3150,2,5745,-61,69.44444444444444,0,4.658112433767329,1682552061,1733481,225788301,905222,5.45
3151,0,2437,-67,5.555555555555555,0,21.910105604192708,1682552061,1733481,225789510,905223,37.7
3153,2,5745,-62,69.44444444444444,0,5.226488112900376,1682552061,1733481,225789510,905223,4.7
3154,0,2412,-61,6.944444444444445,0,11.09488222719457,1682552061,1733481,225789510,905223,40.87
3156,2,5260,-94,0.0,0,227.25542313188535,1682552165,1733483,225789510,905223,39.71
3158,2,5745,-61,69.44444444444444,0,4.658112433767329,1682567423,1733514,225799430,905245,5.45
3159,0,2437,-67,5.555555555555555,0,21.910105604192708,1682567423,1733514,225799430,905245,37.7
3160,0,2462,-88,1.3888888888888888,0,243.3391302239455,1682567423,1733514,225799430,905245,35.41
3161,2,5745,-62,69.44444444444444,0,5.226488112900376,1682567423,1733514,225799430,905245,4.7
3162,0,2412,-61,6.944444444444445,0,11.09488222719457,1682567423,1733514,225799430,905245,40.87
3165,0,2412,-59,6.944444444444445,0,8.812978214001266,1682583572,1733552,225808578,905270,42.43
3166,2,5745,-57,83.33333333333334,0,2.9390702515000044,1682583572,1733552,225809789,905272,-0.33
3168,2,5745,-57,83.33333333333334,0,2.9390702515000044,1682583676,1733554,225809789,905272,-0.33
3170,0,2412,-59,6.944444444444445,0,8.812978214001266,1682593202,1733573,225814849,905285,42.43
3172,0,2437,-68,5.555555555555555,0,24.58354282360909,1682593202,1733573,225816060,905287,37.1
3173,2,5745,-57,83.33333333333334,0,2.9390702515000044,1682593202,1733573,225816060,905287,-0.33
3174,0,2412,-57,8.333333333333332,0,7.000397427391177,1682593202,1733573,225816060,905287,43.17
3175,0,2412,-59,6.944444444444445,0,8.812978214001266,1682602758,1733593,225821068,905299,42.43
3178,2,5745,-57,83.33333333333334,0,2.9390702515000044,1682602758,1733593,225822279,905301,-0.33
3181,0,2412,-57,8.333333333333332,0,7.000397427391177,1682612548,1733616,225828161,905319,43.17
3184,0,2412,-57,8.333333333333332,0,7.000397427391177,1682612548,1733616,225828746,905319,43.17
3188,2,5745,-51,83.33333333333334,0,1.4730244887854986,1682622193,1733637,225834999,905334,5.16
3191,0,2412,-57,8.333333333333332,0,7.000397427391177,1682632173,1733660,225841462,905351,43.17
3193,2,5745,-51,83.33333333333334,0,1.4730244887854986,1682632656,1733661,225841534,905352,5.16
3194,0,2412,-57,8.333333333333332,0,7.000397427391177,1682632656,1733661,225841534,905352,43.17
3204,0,2412,-56,8.333333333333332,0,6.2391107744714445,1682984067,1734283,225965432,905941,44.03
3205,0,2437,-53,8.333333333333332,0,4.371640802903417,1682984067,1734283,225965432,905941,46.74
3210,0,2412,-58,8.333333333333332,0,7.854575100980889,1682984067,1734283,225966675,905944,42.34
3221,0,2437,-54,8.333333333333332,0,4.905061656437087,1683440460,1735125,226148335,906739,45.82
3224,1,2462,-77,4.166666666666666,0,68.58228511319061,1683440460,1735125,226149550,906741,34.96
3228,2,5745,-54,83.33333333333334,0,2.080702394558256,1683514088,1735271,226175894,906882,2.33
3231,0,2462,-80,2.7777777777777777,0,96.87505261840391,1683514088,1735271,226177109,906884,34.14
3236,2,5180,-87,13.88888888888889,0,103.07901034250511,1683881971,1735829,226266762,907369,29.45
3241,0,2412,-53,8.333333333333332,0,4.416952171092713,1683881971,1735829,226267939,907369,46.72
3246,2,5745,-58,83.33333333333334,0,3.297691060672918,1684173846,1736342,226362798,907829,-1.17
3253,0,2412,-60,6.944444444444445,0,9.88832419347058,1684192476,1736390,226374431,907866,41.64
3256,2,5745,-57,83.33333333333334,0,2.9390702515000044,1684192476,1736390,226375018,907867,-0.33
3261,0,2412,-60,6.944444444444445,0,9.88832419347058,1684273438,1736530,226414116,907993,41.64
3262,2,5745,-58,83.33333333333334,0,3.297691060672918,1684273438,1736530,226414116,907993,-1.17
3269,0,2462,-87,1.3888888888888888,0,216.87622809674096,1684309067,1736637,226435646,908109,35.13
3278,2,5745,-54,83.33333333333334,0,2.080702394558256,1684492213,1736929,226484267,908359,2.33
3293,0,2412,-56,8.333333333333332,0,6.2391107744714445,1684519548,1736992,226501866,908401,44.03
3300,2,5745,-56,83.33333333333334,0,2.6194491188903624,1684520458,1736993,226502508,908403,0.54
3301,0,2412,-57,8.333333333333332,0,7.000397427391177,1684520458,1736993,226502508,908403,43.17
3309,0,2412,-56,8.333333333333332,0,6.2391107744714445,1684550694,1737062,226521785,908446,44.03
3310,2,5745,-55,83.33333333333334,0,2.3345864846046487,1684550694,1737064,226521785,908446,1.42
3316,2,5745,-56,83.33333333333334,0,2.6194491188903624,1684550798,1737064,226521785,908446,0.54
3325,0,2462,-79,2.7777777777777777,0,86.33998152790845,1684581667,1737131,226541461,908489,34.34
3326,2,5745,-56,83.33333333333334,0,2.6194491188903624,1684581667,1737131,226541461,908489,0.54
3327,0,2412,-54,8.333333333333332,0,4.955901847735148,1684581667,1737131,226541461,908489,45.8
3328,1,2422,-87,1.3888888888888888,0,220.4579989984211,1684581667,1737131,226541461,908489,36.17
3336,0,2437,-55,8.333333333333332,0,5.503569698011368,1684605022,1737185,226556454,908524,44.93
3339,0,2412,-54,8.333333333333332,0,4.955901847735148,1684605126,1737187,226556454,908524,45.8
3347,0,2412,-57,8.333333333333332,0,7.000397427391177,1684628210,1737237,226571188,908555,43.17
3348,0,2437,-55,8.333333333333332,0,5.503569698011368,1684628210,1737237,226571188,908555,44.93
3350,2,5745,-56,83.33333333333334,0,2.6194491188903624,1684628210,1737237,226571188,908555,0.54
3351,0,2412,-54,8.333333333333332,0,4.955901847735148,1684628314,1737239,226571188,908555,45.8
3356,0,2412,-56,8.333333333333332,0,6.2391107744714445,1684749152,1737384,226603510,908657,44.03
3357,0,2437,-51,8.333333333333332,0,3.472517721818912,1684759376,1737397,226605209,908665,48.65
3360,0,2412,-56,8.333333333333332,0,6.2391107744714445,1684850114,1737468,226606347,908677,44.03
3366,0,2412,-56,8.333333333333332,0,6.2391107744714445,1684865219,1737494,226614191,908699,44.03
3371,2,5745,-60,69.44444444444444,0,4.1515470765275975,1684877032,1737521,226621877,908718,6.24
3372,0,2412,-56,8.333333333333332,0,6.2391107744714445,1684877032,1737521,226621877,908718,44.03
3382,0,2412,-50,9.722222222222223,0,3.126962669351452,1684906888,1737588,226643088,908772,48.7
3385,2,5745,-55,83.33333333333334,0,2.3345864846046487,1684906888,1737588,226643088,908772,1.42
3389,0,2412,-50,9.722222222222223,0,3.126962669351452,1684920308,1737616,226651755,908790,48.7
3392,2,5745,-55,83.33333333333334,0,2.3345864846046487,1684920308,1737616,226651755,908790,1.42
3395,0,2412,-58,8.333333333333332,0,7.854575100980889,1684933802,1737645,226659285,908807,42.34
3396,2,5745,-55,83.33333333333334,0,2.3345864846046487,1684933802,1737645,226659285,908807,1.42
3406,2,5745,-55,83.33333333333334,0,2.3345864846046487,1684949634,1737683,226670674,908835,1.42
3410,0,2462,-80,2.7777777777777777,0,96.87505261840391,1684949738,1737685,226670674,908835,34.14
3412,0,2412,-60,6.944444444444445,0,9.88832419347058,1684949738,1737685,226670674,908835,41.64
3418,0,2412,-58,8.333333333333332,0,7.854575100980889,1684974624,1737737,226686399,908866,42.34
3419,2,5745,-55,83.33333333333334,0,2.3345864846046487,1684974624,1737737,226686399,908866,1.42
3429,2,5220,-94,0.0,0,228.99684399879675,1684999540,1737790,226700947,908895,39.71
3432,2,5745,-54,83.33333333333334,0,2.080702394558256,1684999540,1737790,226702124,908897,2.33
3433,0,2437,-59,6.944444444444445,0,8.722570148613483,1684999540,1737790,226702124,908897,42.46
3442,2,5745,-54,83.33333333333334,0,2.080702394558256,1685019892,1737840,226715102,908931,2.33
3450,0,2417,-87,1.3888888888888888,0,220.9140560919225,1685039046,1737880,226727282,908955,35.17
3452,0,2412,-56,8.333333333333332,0,6.2391107744714445,1685039046,1737880,226727282,908955,44.03
3459,0,2412,-58,8.333333333333332,0,7.854575100980889,1685039150,1737882,226727282,908955,42.34
3470,2,5745,-54,83.33333333333334,0,2.080702394558256,1685067929,1737943,226745597,908990,2.33
3476,2,5745,-54,83.33333333333334,0,2.080702394558256,1685175864,1738176,226879038,909221,2.33
3481,0,2412,-53,8.333333333333332,0,4.416952171092713,1685175916,1738177,226893211,909234,46.72
3483,1,2432,-86,1.3888888888888888,0,195.67548971579657,1685175916,1738177,226895586,909235,35.95
3489,2,5220,-89,13.88888888888889,0,128.774388718691,1685197119,1738237,226915397,909276,29.53
3490,2,5745,-54,83.33333333333334,0,2.080702394558256,1685197119,1738237,226915397,909276,2.33
3495,0,2412,-58,8.333333333333332,0,7.854575100980889,1685217891,1738289,226928105,909312,42.34
3496,2,5745,-54,83.33333333333334,0,2.080702394558256,1685217891,1738289,226928695,909312,2.33
3497,0,2462,-83,2.7777777777777777,0,136.83964896080045,1685217891,1738289,226928695,909312,33.83
3500,0,2412,-56,8.333333333333332,0,6.2391107744714445,1685217943,1738290,226928695,909312,44.03
3504,0,2412,-58,8.333333333333332,0,7.854575100980889,1685235843,1738335,226940538,909345,42.34
3505,2,5745,-54,83.33333333333334,0,2.080702394558256,1685235843,1738335,226940538,909345,2.33
3513,0,2412,-58,8.333333333333332,0,7.854575100980889,1685269410,1738413,226958761,909415,42.34
3514,2,5745,-54,83.33333333333334,0,2.080702394558256,1685269410,1738413,226958761,909415,2.33
3517,2,5745,-54,83.33333333333334,0,2.080702394558256,1685269534,1738415,226958761,909415,2.33
3522,0,2412,-58,8.333333333333332,0,7.854575100980889,1685288712,1738453,226969904,909439,42.34
3534,2,5745,-55,83.33333333333334,0,2.3345864846046487,1685312067,1738516,226984596,909488,1.42
3535,2,5220,-88,13.88888888888889,0,114.77029475313304,1685312067,1738516,226984596,909488,29.48
3540,0,2412,-52,8.333333333333332,0,3.936612766178265,1685312171,1738518,226984596,909488,47.66
3547,0,2412,-52,8.333333333333332,0,3.936612766178265,1685344111,1738598,227004494,909548,47.66
3548,2,5745,-55,83.33333333333334,0,2.3345864846046487,1685344111,1738598,227004494,909548,1.42
3553,2,5745,-55,83.33333333333334,0,2.3345864846046487,1685344215,1738600,227004494,909548,1.42
3554,0,2412,-52,8.333333333333332,0,3.936612766178265,1685344215,1738600,227004494,909548,47.66
3571,0,2412,-45,9.722222222222223,0,1.758420331303847,1685404070,1738732,227038259,909643,53.93
3572,2,5745,-47,97.2222222222222,0,0.9294156197983924,1685404070,1738732,227038259,909643,0.21
3587,2,5220,-92,0.0,0,181.89865885099587,1685448506,1738851,227061349,909743,39.05
3588,2,5745,-47,97.2222222222222,0,0.9294156197983924,1685448610,1738853,227061349,909743,0.21
3594,2,5745,-57,83.33333333333334,0,2.9390702515000044,1685471577,1738900,227076019,909772,-0.32
3598,0,2412,-56,8.333333333333332,0,6.2391107744714445,1685471577,1738900,227076019,909772,44.03
3607,0,2412,-56,8.333333333333332,0,6.2391107744714445,1685489748,1738949,227087921,909807,44.03
3611,0,2412,-54,8.333333333333332,0,4.955901847735148,1685507104,1738987,227099164,909835,45.8
3612,2,5745,-57,83.33333333333334,0,2.9390702515000044,1685507104,1738987,227099164,909835,-0.32
3613,0,2437,-71,5.555555555555555,0,34.725177218189124,1685507104,1738987,227099164,909835,35.48
3615,2,5745,-57,83.33333333333334,0,2.9390702515000044,1685507104,1738987,227099164,909835,-0.32
3616,0,2412,-56,8.333333333333332,0,6.2391107744714445,1685507208,1738989,227099164,909835,44.03
3622,0,2437,-65,6.944444444444445,0,17.403815507200985,1685524382,1739024,227110209,909858,38.07
3631,0,2437,-65,6.944444444444445,0,17.403815507200985,1685541922,1739064,227121493,909884,38.07
3633,2,5745,-54,83.33333333333334,0,2.080702394558256,1685542026,1739066,227121493,909884,2.33
3634,0,2412,-56,8.333333333333332,0,6.2391107744714445,1685542026,1739066,227121493,909884,44.03
3638,0,2412,-55,8.333333333333332,0,5.560613330868036,1685559661,1739107,227132920,909912,44.91
3639,2,5745,-54,83.33333333333334,0,2.080702394558256,1685559661,1739107,227132920,909912,2.33
3642,2,5745,-54,83.33333333333334,0,2.080702394558256,1685559765,1739109,227132920,909912,2.33
3643,0,2412,-56,8.333333333333332,0,6.2391107744714445,1685559765,1739109,227132920,909912,44.03
3653,2,5745,-54,83.33333333333334,0,2.080702394558256,1685586629,1739165,227150269,909950,2.33
3656,1,2462,-90,1.3888888888888888,0,306.34581472281513,1685586733,1739167,227150269,909950,37.24
3663,0,2412,-60,6.944444444444445,0,9.88832419347058,1685607777,1739210,227163722,909977,41.64
3664,2,5745,-54,83.33333333333334,0,2.080702394558256,1685607777,1739210,227163722,909977,2.33
3674,0,2412,-60,6.944444444444445,0,9.88832419347058,1685654908,1739312,227187083,910058,41.64
3676,0,2437,-58,8.333333333333332,0,7.77399882788917,1685654908,1739312,227187083,910058,42.36
3680,2,5745,-53,83.33333333333334,0,1.8544279611271763,1685655012,1739314,227187083,910058,3.25
3683,2,5260,-94,0.0,0,227.25542313188535,1685655012,1739314,227187083,910058,39.71
3684,2,5220,-95,0.0,0,256.938684943558,1685676147,1739358,227199464,910085,40.16
3686,0,2412,-54,8.333333333333332,0,4.955901847735148,1685676147,1739358,227200637,910087,45.8
3688,2,5220,-88,13.88888888888889,0,114.77029475313304,1685676147,1739358,227200637,910087,29.48
3689,2,5745,-51,83.33333333333334,0,1.4730244887854986,1685676251,1739360,227200637,910087,5.17
3690,0,2412,-56,8.333333333333332,0,6.2391107744714445,1685676251,1739360,227200637,910087,44.03
3691,2,5220,-95,0.0,0,256.938684943558,1685690692,1739396,227209731,910115,40.16
3694,2,5745,-51,83.33333333333334,0,1.4730244887854986,1685690692,1739396,227210904,910117,5.17
3701,2,5745,-51,83.33333333333334,0,1.4730244887854986,1685704101,1739424,227219535,910135,5.17
3703,2,5745,-51,83.33333333333334,0,1.4730244887854986,1685704101,1739424,227219535,910135,5.17
3704,0,2412,-56,8.333333333333332,0,6.2391107744714445,1685704101,1739424,227219535,910135,44.03
3708,0,2437,-59,6.944444444444445,0,8.722570148613483,1685717744,1739455,227228450,910157,42.46
3709,2,5745,-54,83.33333333333334,0,2.080702394558256,1685717744,1739455,227228450,910157,2.33
3713,2,5745,-54,83.33333333333334,0,2.080702394558256,1685729243,1739479,227235854,910173,2.33
3716,1,2422,-88,1.3888888888888888,0,247.3579432747121,1685729243,1739479,227235854,910173,36.46
3719,2,5745,-54,83.33333333333334,0,2.080702394558256,1685740816,1739504,227243258,910189,2.33
3720,0,2437,-59,6.944444444444445,0,8.722570148613483,1685740816,1739504,227243258,910189,42.46
3724,0,2412,-54,8.333333333333332,0,4.955901847735148,1685752458,1739530,227250797,910206,45.8
3725,2,5745,-52,83.33333333333334,0,1.652760660056045,1685752458,1739530,227250797,910206,4.2
3726,0,2437,-56,8.333333333333332,0,6.175106765705839,1685752458,1739530,227250797,910206,44.05
3729,2,5745,-52,83.33333333333334,0,1.652760660056045,1685752458,1739530,227250797,910206,4.2
3731,2,5260,-96,0.0,0,286.0976271487665,1685752562,1739532,227250797,910206,40.69
3733,0,2412,-54,8.333333333333332,0,4.955901847735148,1685769693,1739566,227261796,910228,45.8
3734,2,5745,-52,83.33333333333334,0,1.652760660056045,1685769693,1739566,227261796,910228,4.2
3736,2,5220,-87,13.88888888888889,0,102.28913286861624,1685769693,1739566,227261796,910228,29.48
3737,2,5220,-92,0.0,0,181.89865885099587,1685769693,1739566,227261796,910228,39.05
3738,2,5745,-52,83.33333333333334,0,1.652760660056045,1685769797,1739568,227261796,910228,4.2
3744,0,2437,-56,8.333333333333332,0,6.175106765705839,1685786928,1739602,227272795,910250,44.05
3746,2,5220,-92,0.0,0,181.89865885099587,1685786928,1739602,227272795,910250,39.05
3748,0,2412,-55,8.333333333333332,0,5.560613330868036,1685787032,1739604,227272795,910250,44.91
3756,2,5220,-87,13.88888888888889,0,102.28913286861624,1685804418,1739642,227284059,910276,29.48
3759,2,5220,-89,13.88888888888889,0,128.774388718691,1685804418,1739642,227284059,910276,29.53
3761,0,2412,-61,6.944444444444445,0,11.09488222719457,1685804418,1739642,227284059,910276,40.88
3768,2,5745,-54,83.33333333333334,0,2.080702394558256,1685833277,1739703,227302405,910312,2.33
3776,0,2412,-62,6.944444444444445,0,12.448662607219172,1685850528,1739739,227313442,910334,40.14
3778,0,2437,-56,8.333333333333332,0,6.175106765705839,1685850528,1739739,227313442,910334,44.05
3781,1,2462,-85,1.3888888888888888,0,172.270911417745,1685850632,1739741,227313442,910334,35.8
3782,2,5745,-54,83.33333333333334,0,2.080702394558256,1685850632,1739741,227313442,910334,2.33
3786,2,5745,-54,83.33333333333334,0,2.080702394558256,1685868087,1739779,227324817,910361,2.33
3787,0,2437,-56,8.333333333333332,0,6.175106765705839,1685868087,1739779,227324817,910361,44.05
3791,2,5745,-54,83.33333333333334,0,2.080702394558256,1685868191,1739781,227324817,910361,2.33
3792,2,5220,-93,0.0,0,204.09365204359463,1685886745,1739826,227335521,910390,39.34
3793,0,2412,-65,6.944444444444445,0,17.58420331303847,1685886745,1739826,227336698,910392,38.05
3796,0,2412,-64,6.944444444444445,0,15.67193769908005,1685886745,1739826,227336698,910392,38.72
3798,2,5220,-93,0.0,0,204.09365204359463,1685898705,1739854,227343243,910410,39.34
3800,2,5745,-52,83.33333333333334,0,1.652760660056045,1685898705,1739854,227344420,910412,4.2
3803,2,5220,-89,13.88888888888889,0,128.774388718691,1685898809,1739856,227344420,910412,29.53
3806,2,5745,-52,83.33333333333334,0,1.652760660056045,1685910325,1739880,227351971,910430,4.2
3807,2,5745,-52,83.33333333333334,0,1.652760660056045,1685910325,1739880,227351971,910430,4.2
3820,0,2437,-56,8.333333333333332,0,6.175106765705839,1685936089,1739935,227368264,910467,44.05
3821,2,5745,-53,83.33333333333334,0,1.8544279611271763,1685936089,1739935,227368264,910467,3.26
3822,0,2412,-54,8.333333333333332,0,4.955901847735148,1685936089,1739935,227368264,910467,45.8
3826,2,5745,-53,83.33333333333334,0,1.8544279611271763,1685949745,1739966,227377180,910489,3.26
3827,0,2437,-56,8.333333333333332,0,6.175106765705839,1685949745,1739966,227377180,910489,44.05
3829,0,2412,-54,8.333333333333332,0,4.955901847735148,1685949745,1739966,227377180,910489,45.8
3831,2,5220,-95,0.0,0,256.938684943558,1685968575,1740009,227387475,910521,40.16
3839,0,2412,-55,8.333333333333332,0,5.560613330868036,1685981972,1740037,227397249,910541,44.91
3840,2,5745,-53,83.33333333333334,0,1.8544279611271763,1685981972,1740037,227397249,910541,3.26
3841,0,2437,-56,8.333333333333332,0,6.175106765705839,1685981972,1740037,227397249,910541,44.05
3842,2,5745,-53,83.33333333333334,0,1.8544279611271763,1685981972,1740037,227397249,910541,3.26
3870,2,5745,-53,83.33333333333334,0,1.8544279611271763,1686029987,1740139,227427791,910601,3.26
3871,0,2437,-58,8.333333333333332,0,7.77399882788917,1686030039,1740140,227427791,910601,42.37
3882,0,2412,-53,8.333333333333332,0,4.416952171092713,1686064484,1740211,227449671,910642,46.72
3891,2,5745,-55,83.33333333333334,0,2.3345864846046487,1686101521,1740283,227471969,910694,1.42
3892,0,2437,-56,8.333333333333332,0,6.175106765705839,1686101521,1740283,227471969,910694,44.05
3893,2,5220,-88,13.88888888888889,0,114.77029475313304,1686101521,1740283,227471969,910694,29.48
3896,0,2412,-51,8.333333333333332,0,3.5085098209256573,1686101625,1740285,227471969,910694,48.63
3897,1,2462,-86,1.3888888888888888,0,193.29114175012865,1686117515,1740318,227480842,910715,35.93
3898,0,2412,-53,8.333333333333332,0,4.416952171092713,1686117515,1740318,227481443,910717,46.72
3900,0,2437,-56,8.333333333333332,0,6.175106765705839,1686117515,1740318,227482041,910717,44.05
3907,2,5745,-53,83.33333333333334,0,1.8544279611271763,1686132886,1740351,227491865,910737,3.26
3908,0,2437,-62,6.944444444444445,0,12.32095782052222,1686132886,1740351,227491865,910737,40.16
3914,2,5745,-53,83.33333333333334,0,1.8544279611271763,1686146497,1740382,227500641,910757,3.26
3920,0,2412,-59,6.944444444444445,0,8.812978214001266,1686159891,1740410,227508670,910774,42.43
3924,2,5745,-53,83.33333333333334,0,1.8544279611271763,1686159891,1740410,227509274,910775,3.26
3925,0,2412,-57,8.333333333333332,0,7.000397427391177,1686159891,1740410,227509274,910775,43.18
3934,2,5745,-54,83.33333333333334,0,2.080702394558256,1686173463,1740441,227517923,910794,2.33
3939,0,2412,-53,8.333333333333332,0,4.416952171092713,1686194566,1740485,227531499,910823,46.72
3940,2,5745,-53,83.33333333333334,0,1.8544279611271763,1686194566,1740485,227531499,910823,3.26
3941,0,2437,-56,8.333333333333332,0,6.175106765705839,1686194566,1740485,227531499,910823,44.05
3942,2,5220,-86,13.88888888888889,0,91.1652856300416,1686194566,1740485,227531499,910823,29.53
3946,0,2412,-52,8.333333333333332,0,3.936612766178265,1686194670,1740487,227531499,910823,47.66
3951,2,5745,-53,83.33333333333334,0,1.8544279611271763,1686215682,1740530,227544880,910849,3.26
3956,2,5745,-54,83.33333333333334,0,2.080702394558256,1686215786,1740532,227544880,910849,2.33
3962,2,5745,-55,83.33333333333334,0,2.3345864846046487,1686237134,1740577,227558461,910877,1.43
3973,2,5220,-87,13.88888888888889,0,102.28913286861624,1686250710,1740608,227567131,910897,29.48
3974,0,2462,-86,1.3888888888888888,0,193.29114175012865,1686250710,1740608,227567131,910897,34.94
3984,2,5180,-90,13.88888888888889,0,145.60297217134564,1686279298,1740666,227585212,910931,29.61
3992,0,2412,-59,6.944444444444445,0,8.812978214001266,1686279402,1740668,227585212,910931,42.43
3995,1,2432,-85,1.3888888888888888,0,174.39596377898366,1686279402,1740668,227585212,910931,35.82
3997,2,5745,-55,83.33333333333334,0,2.3345864846046487,1686409621,1740853,227625872,911085,1.43
3999,0,2462,-85,1.3888888888888888,0,172.270911417745,1686409621,1740853,227625872,911085,34.8
4000,2,5745,-56,83.33333333333334,0,2.6194491188903624,1686409621,1740853,227625872,911085,0.54
4002,2,5745,-55,83.33333333333334,0,2.3345864846046487,1686419413,1740876,227632375,911103,1.43
4005,2,5745,-56,83.33333333333334,0,2.6194491188903624,1686419413,1740876,227632375,911103,0.54
4007,2,5745,-55,83.33333333333334,0,2.3345864846046487,1686429045,1740897,227638592,911117,1.43
4008,2,5220,-86,13.88888888888889,0,91.1652856300416,1686429045,1740897,227638592,911117,29.53
4010,2,5745,-56,83.33333333333334,0,2.6194491188903624,1686429045,1740897,227638592,911117,0.54
4015,2,5745,-56,83.33333333333334,0,2.6194491188903624,1686479281,1740982,227654315,911191,0.54
4016,0,2412,-66,5.555555555555555,0,19.72980062142689,1686488982,1741004,227659470,911205,38.31
4018,2,5745,-53,83.33333333333334,0,1.8544279611271763,1686488982,1741004,227660681,911207,3.26
4020,0,2412,-66,5.555555555555555,0,19.72980062142689,1686496640,1741020,227664498,911217,38.31
4025,2,5745,-53,83.33333333333334,0,1.8544279611271763,1686504805,1741039,227671023,911234,3.26
4027,0,2412,-65,6.944444444444445,0,17.58420331303847,1686504805,1741039,227671023,911234,38.05
4029,0,2437,-63,6.944444444444445,0,13.824342049302032,1686512628,1741057,227676232,911249,39.44
