ChannelBandwidth,Freq,Level,RSSI,SSID,Secured,_id,channel_utilisation,count,distance,rxbytes,rxpackets,txbytes,txpackets
0,2452,2,-82,,2,646f899b942c10e24aa1a796,2.7777777777777777,0,122.45584913789831,229721722,339062,50583363,227103
2,5180,2,-82,,2,646f899b942c10e24aa1a797,27.77777777777778,0,57.965587275314,229721722,339062,50583363,227103
2,5785,1,-90,,2,646f899b942c10e24aa1a798,13.88888888888889,0,130.37569504711675,229721722,339062,50583363,227103
2,5745,1,-87,,2,646f899c942c10e24aa1a799,13.88888888888889,0,92.94156197983924,229721722,339062,50583363,227103
0,2437,2,-81,,2,646f899c942c10e24aa1a79a,2.7777777777777777,0,109.81065216246742,229721722,339062,50583363,227103
1,2417,2,-84,Krishna_ACT,2,646f899d942c10e24aa1a79b,2.7777777777777777,0,156.39517472147756,229721722,339062,50583363,227103
0,2462,5,-60,TP-LINK_5D62,2,646f899d942c10e24aa1a79c,6.944444444444445,0,9.687505261840391,229721722,339062,50583363,227103
2,5180,2,-78,TP-LINK_5D62_5G,2,646f899d942c10e24aa1a79d,41.66666666666667,0,36.57381301846701,229721722,339062,50583363,227103
2,5805,1,-86,Rachel_5GHz,2,646f899e942c10e24aa1a79e,13.88888888888889,0,81.97808630298307,229721722,339062,50583363,227103
0,2412,2,-78,Appy24,2,646f899e942c10e24aa1a79f,4.166666666666666,0,78.54575100980888,229721722,339062,50583363,227103
2,5180,2,-81,Aishchat_5G,2,646f899e942c10e24aa1a7a0,27.77777777777778,0,51.661884038597094,229721722,339062,50583363,227103
0,2462,2,-82,airteL_EXT,2,646f899f942c10e24aa1a7a1,2.7777777777777777,0,121.95846551020573,229721722,339062,50583363,227103
2,5785,1,-88,RLC2_5GHz,2,646f89a0942c10e24aa1a7a2,13.88888888888889,0,103.56109569772748,229721722,339062,50583363,227103
0,2427,2,-79,ACT-E-916,2,646f89a0942c10e24aa1a7a3,2.7777777777777777,0,87.58509869044529,229721722,339062,50583363,227103
1,2457,2,-79,JINGADE,2,646f89a0942c10e24aa1a7a4,2.7777777777777777,0,86.51568356601979,229721722,339062,50583363,227103
2,5785,1,-89,,2,646f89a1942c10e24aa1a7a5,13.88888888888889,0,116.19746052058186,229721722,339062,50583363,227103
2,5805,1,-87,,2,646f89a1942c10e24aa1a7a6,13.88888888888889,0,91.98092568030604,229721722,339062,50583363,227103
0,2462,2,-82,airteL_x,2,646f89a2942c10e24aa1a7a7,2.7777777777777777,0,121.95846551020573,229721722,339062,50583363,227103
1,2432,3,-77,SKS Cottage,2,646f89a2942c10e24aa1a7a8,4.166666666666666,0,69.42828369600139,229721722,339062,50583363,227103
0,2422,6,-53,SKS Cottage,2,646f89a2942c10e24aa1a7a9,8.333333333333332,0,4.398715374349966,229721722,339062,50583363,227103
0,2432,5,-61,SKS Cottage,2,646f89a3942c10e24aa1a7aa,6.944444444444445,0,11.003641419405156,229721722,339062,50583363,227103
2,5200,4,-69,SKS Cottage 5G,2,646f89a3942c10e24aa1a7ab,55.55555555555556,4,12.926967482914755,229721722,339062,50583363,227103
2,5220,5,-61,SKS Cottage 5G,2,646f89a4942c10e24aa1a7ac,69.44444444444444,4,5.1266007532554285,229721722,339062,50583363,227103
0,2452,2,-82,,2,646f89a4942c10e24aa1a7ad,2.7777777777777777,0,122.45584913789831,229721722,339062,50583363,227103
2,5180,2,-82,,2,646f89a4942c10e24aa1a7ae,27.77777777777778,0,57.965587275314,229721722,339062,50583363,227103
2,5785,1,-90,,2,646f89a5942c10e24aa1a7af,13.88888888888889,0,130.37569504711675,229721722,339062,50583363,227103
2,5745,1,-87,,2,646f89a5942c10e24aa1a7b0,13.88888888888889,0,92.94156197983924,229721722,339062,50583363,227103
0,2437,2,-81,,2,646f89a5942c10e24aa1a7b1,2.7777777777777777,0,109.81065216246742,229721722,339062,50583363,227103
1,2417,2,-84,Krishna_ACT,2,646f89a6942c10e24aa1a7b2,2.7777777777777777,0,156.39517472147756,229721722,339062,50583363,227103
0,2462,5,-60,TP-LINK_5D62,2,646f89a6942c10e24aa1a7b3,6.944444444444445,0,9.687505261840391,229721722,339062,50583363,227103
2,5180,2,-78,TP-LINK_5D62_5G,2,646f89a7942c10e24aa1a7b4,41.66666666666667,0,36.57381301846701,229721722,339062,50583363,227103
2,5805,1,-86,Rachel_5GHz,2,646f89a7942c10e24aa1a7b5,13.88888888888889,0,81.97808630298307,229721722,339062,50583363,227103
0,2412,2,-78,Appy24,2,646f89a7942c10e24aa1a7b6,4.166666666666666,0,78.54575100980888,229721722,339062,50583363,227103
2,5180,2,-81,Aishchat_5G,2,646f89a8942c10e24aa1a7b7,27.77777777777778,0,51.661884038597094,229721722,339062,50583363,227103
0,2462,2,-82,airteL_EXT,2,646f89a8942c10e24aa1a7b8,2.7777777777777777,0,121.95846551020573,229721722,339062,50583363,227103
2,5785,1,-88,RLC2_5GHz,2,646f89a9942c10e24aa1a7b9,13.88888888888889,0,103.56109569772748,229721722,339062,50583363,227103
0,2427,2,-79,ACT-E-916,2,646f89a9942c10e24aa1a7ba,2.7777777777777777,0,87.58509869044529,229721722,339062,50583363,227103
1,2457,2,-79,JINGADE,2,646f89a9942c10e24aa1a7bb,2.7777777777777777,0,86.51568356601979,229721722,339062,50583363,227103
2,5785,1,-89,,2,646f89aa942c10e24aa1a7bc,13.88888888888889,0,116.19746052058186,229721722,339062,50583363,227103
2,5805,1,-87,,2,646f89aa942c10e24aa1a7bd,13.88888888888889,0,91.98092568030604,229721722,339062,50583363,227103
0,2462,2,-82,airteL_x,2,646f89ab942c10e24aa1a7be,2.7777777777777777,0,121.95846551020573,229721722,339062,50583363,227103
1,2432,3,-77,SKS Cottage,2,646f89ab942c10e24aa1a7bf,4.166666666666666,0,69.42828369600139,229721722,339062,50583363,227103
0,2422,6,-53,SKS Cottage,2,646f89ab942c10e24aa1a7c0,8.333333333333332,0,4.398715374349966,229721722,339062,50583363,227103
0,2432,5,-61,SKS Cottage,2,646f89ac942c10e24aa1a7c1,6.944444444444445,0,11.003641419405156,229721722,339062,50583363,227103
2,5200,4,-69,SKS Cottage 5G,2,646f89ac942c10e24aa1a7c2,55.55555555555556,5,12.926967482914755,229721722,339062,50583363,227103
2,5220,5,-61,SKS Cottage 5G,2,646f89ad942c10e24aa1a7c3,69.44444444444444,5,5.1266007532554285,229721722,339062,50583363,227103
0,2452,2,-82,,2,646f89ad942c10e24aa1a7c4,2.7777777777777777,0,122.45584913789831,229721722,339062,50583363,227103
2,5180,2,-82,,2,646f89ad942c10e24aa1a7c5,27.77777777777778,0,57.965587275314,229721722,339062,50583363,227103
2,5785,1,-90,,2,646f89ae942c10e24aa1a7c6,13.88888888888889,0,130.37569504711675,229721722,339062,50583363,227103
2,5745,1,-87,,2,646f89ae942c10e24aa1a7c7,13.88888888888889,0,92.94156197983924,229721722,339062,50583363,227103
0,2437,2,-81,,2,646f89af942c10e24aa1a7c8,2.7777777777777777,0,109.81065216246742,229721722,339062,50583363,227103
1,2417,2,-84,Krishna_ACT,2,646f89af942c10e24aa1a7c9,2.7777777777777777,0,156.39517472147756,229721722,339062,50583363,227103
0,2462,5,-60,TP-LINK_5D62,2,646f89af942c10e24aa1a7ca,6.944444444444445,0,9.687505261840391,229721722,339062,50583363,227103
2,5180,2,-78,TP-LINK_5D62_5G,2,646f89b0942c10e24aa1a7cb,41.66666666666667,0,36.57381301846701,229721722,339062,50583363,227103
2,5805,1,-86,Rachel_5GHz,2,646f89b0942c10e24aa1a7cc,13.88888888888889,0,81.97808630298307,229721722,339062,50583363,227103
0,2412,2,-78,Appy24,2,646f89b0942c10e24aa1a7cd,4.166666666666666,0,78.54575100980888,229721722,339062,50583363,227103
2,5180,2,-81,Aishchat_5G,2,646f89b1942c10e24aa1a7ce,27.77777777777778,0,51.661884038597094,229721722,339062,50583363,227103
0,2462,2,-82,airteL_EXT,2,646f89b1942c10e24aa1a7cf,2.7777777777777777,0,121.95846551020573,229721722,339062,50583363,227103
2,5785,1,-88,RLC2_5GHz,2,646f89b1942c10e24aa1a7d0,13.88888888888889,0,103.56109569772748,229721722,339062,50583363,227103
0,2427,2,-79,ACT-E-916,2,646f89b2942c10e24aa1a7d1,2.7777777777777777,0,87.58509869044529,229721722,339062,50583363,227103
1,2457,2,-79,JINGADE,2,646f89b2942c10e24aa1a7d2,2.7777777777777777,0,86.51568356601979,229721722,339062,50583363,227103
2,5785,1,-89,,2,646f89b3942c10e24aa1a7d3,13.88888888888889,0,116.19746052058186,229721722,339062,50583363,227103
2,5805,1,-87,,2,646f89b3942c10e24aa1a7d4,13.88888888888889,0,91.98092568030604,229721722,339062,50583363,227103
